"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.887894417E0,-4.073330491E-1,-3.824593592E-1,-4.695905469E-1,7.298703008E-1
2.897959417E0,-4.428167677E-1,-3.643259740E-1,-4.662464877E-1,7.390574351E-1
2.908024417E0,-4.759038587E-1,-2.067657316E-1,-2.403872216E-1,5.718588696E-1
2.918088417E0,-4.423381731E-1,-1.754749417E-2,5.374113780E-2,4.459361880E-1
2.928153417E0,-3.363771237E-1,1.105433661E-1,1.038570384E-1,3.689928042E-1
2.938218417E0,-1.246380429E-1,1.661252439E-1,-9.941472597E-3,2.079208293E-1
2.948282417E0,1.173726947E-1,1.785324508E-1,-2.902009673E-1,3.603703469E-1
2.958347417E0,3.088186847E-1,1.496115375E-1,-6.340247760E-1,7.209299611E-1
2.968412417E0,4.488650179E-1,1.530754280E-1,-8.882902908E-1,1.006961534E0
2.978476417E0,5.951166721E-1,1.508686888E-1,-9.956423197E-1,1.169713146E0
2.988541417E0,7.208067387E-1,1.128968704E-1,-9.908042604E-1,1.230447537E0
2.998606417E0,8.453708509E-1,8.299947202E-2,-8.589606571E-1,1.208037333E0
3.008670417E0,1.008254764E0,9.518974721E-2,-5.910364851E-1,1.172588113E0
3.018735417E0,1.181609505E0,1.339141023E-1,-3.143824931E-1,1.230028602E0
3.028800417E0,1.324346983E0,1.707316804E-1,-1.651025659E-1,1.345475044E0
3.038864417E0,1.395255436E0,1.604633850E-1,-1.645231799E-1,1.414055907E0
3.048929417E0,1.385958071E0,1.223974264E-1,-2.839993373E-1,1.420041030E0
3.058993417E0,1.346908318E0,-5.557310700E-2,-4.479353106E-1,1.420526814E0
3.069058417E0,1.256279984E0,-4.321244395E-1,-5.301945251E-1,1.430411537E0
